# 词	编码	人工权重	分类	类型	实体	来源	核对日期
网络诊断	wang luo zhen duan	15	网络与安全	term	网络诊断	thuocl-it	2026-09-17
网络请求	wang luo qing qiu	15	网络与安全	term	网络请求	thuocl-it	2026-09-17
网络请求数据	wang luo qing qiu shu ju	15	网络与安全	term	网络请求数据	thuocl-it	2026-09-17
网络请求框架	wang luo qing qiu kuang jia	15	网络与安全	term	网络请求框架	thuocl-it	2026-09-17
网络资源	wang luo zi yuan	15	网络与安全	term	网络资源	thuocl-it	2026-09-17
网络资讯	wang luo zi xun	15	网络与安全	term	网络资讯	thuocl-it	2026-09-17
网络运维	wang luo yun wei	15	网络与安全	term	网络运维	thuocl-it	2026-09-17
网络连接状态	wang luo lian jie zhuang tai	15	网络与安全	term	网络连接状态	thuocl-it	2026-09-17
网络适配器	wang luo shi pei qi	15	网络与安全	term	网络适配器	thuocl-it	2026-09-17
网络通信	wang luo tong xin	15	网络与安全	term	网络通信	thuocl-it	2026-09-17
网络通信协议	wang luo tong xin xie yi	15	网络与安全	term	网络通信协议	thuocl-it	2026-09-17
网络通信技术	wang luo tong xin ji shu	15	网络与安全	term	网络通信技术	thuocl-it	2026-09-17
网络通信编程	wang luo tong xin bian cheng	15	网络与安全	term	网络通信编程	thuocl-it	2026-09-17
网络通讯	wang luo tong xun	15	网络与安全	term	网络通讯	thuocl-it	2026-09-17
网络通讯编程	wang luo tong xun bian cheng	15	网络与安全	term	网络通讯编程	thuocl-it	2026-09-17
网络部分	wang luo bu fen	15	网络与安全	term	网络部分	thuocl-it	2026-09-17
网络配置	wang luo pei zhi	15	网络与安全	term	网络配置	thuocl-it	2026-09-17
网页内容	wang ye nei rong	15	前端与应用	term	网页内容	thuocl-it	2026-09-17
网页制作	wang ye zhi zuo	15	前端与应用	term	网页制作	thuocl-it	2026-09-17
网页前端	wang ye qian duan	15	前端与应用	term	网页前端	thuocl-it	2026-09-17
网页前端技术	wang ye qian duan ji shu	15	前端与应用	term	网页前端技术	thuocl-it	2026-09-17
网页历史	wang ye li shi	15	前端与应用	term	网页历史	thuocl-it	2026-09-17
网页图表	wang ye tu biao	15	前端与应用	term	网页图表	thuocl-it	2026-09-17
网页布局	wang ye bu ju	15	前端与应用	term	网页布局	thuocl-it	2026-09-17
网页开发	wang ye kai fa	15	前端与应用	term	网页开发	thuocl-it	2026-09-17
网页技术	wang ye ji shu	15	前端与应用	term	网页技术	thuocl-it	2026-09-17
网页抓取	wang ye zhua qu	15	前端与应用	term	网页抓取	thuocl-it	2026-09-17
网页授权	wang ye shou quan	15	前端与应用	term	网页授权	thuocl-it	2026-09-17
网页木马	wang ye mu ma	15	前端与应用	term	网页木马	thuocl-it	2026-09-17
网页爬虫	wang ye pa chong	15	前端与应用	term	网页爬虫	thuocl-it	2026-09-17
网页特效	wang ye te xiao	15	前端与应用	term	网页特效	thuocl-it	2026-09-17
网页编程	wang ye bian cheng	15	前端与应用	term	网页编程	thuocl-it	2026-09-17
网页编辑	wang ye bian ji	15	前端与应用	term	网页编辑	thuocl-it	2026-09-17
网页编辑器	wang ye bian ji qi	15	前端与应用	term	网页编辑器	thuocl-it	2026-09-17
网页解析	wang ye jie xi	15	前端与应用	term	网页解析	thuocl-it	2026-09-17
自动化测试	zi dong hua ce shi	15	工程与交付	term	自动化测试	thuocl-it	2026-09-17
虚拟专用网	xu ni zhuan yong wang	15	系统与并发	term	虚拟专用网	thuocl-it	2026-09-17
虚拟专用网络	xu ni zhuan yong wang luo	15	系统与并发	term	虚拟专用网络	thuocl-it	2026-09-17
虚拟串口	xu ni chuan kou	15	系统与并发	term	虚拟串口	thuocl-it	2026-09-17
虚拟主机	xu ni zhu ji	15	系统与并发	term	虚拟主机	thuocl-it	2026-09-17
虚拟人	xu ni ren	15	系统与并发	term	虚拟人	thuocl-it	2026-09-17
虚拟企业	xu ni qi ye	15	系统与并发	term	虚拟企业	thuocl-it	2026-09-17
虚拟光盘	xu ni guang pan	15	系统与并发	term	虚拟光盘	thuocl-it	2026-09-17
虚拟光驱	xu ni guang qu	15	系统与并发	term	虚拟光驱	thuocl-it	2026-09-17
虚拟内存	xu ni nei cun	15	系统与并发	term	虚拟内存	thuocl-it	2026-09-17
虚拟制造	xu ni zhi zao	15	系统与并发	term	虚拟制造	thuocl-it	2026-09-17
虚拟化技术	xu ni hua ji shu	15	系统与并发	term	虚拟化技术	thuocl-it	2026-09-17
虚拟图书馆	xu ni tu shu guan	15	系统与并发	term	虚拟图书馆	thuocl-it	2026-09-17
虚拟地址	xu ni di zhi	15	系统与并发	term	虚拟地址	thuocl-it	2026-09-17
虚拟处理器	xu ni chu li qi	15	系统与并发	term	虚拟处理器	thuocl-it	2026-09-17
虚拟存储	xu ni cun chu	15	系统与并发	term	虚拟存储	thuocl-it	2026-09-17
虚拟存储器	xu ni cun chu qi	15	系统与并发	term	虚拟存储器	thuocl-it	2026-09-17
虚拟存储管理	xu ni cun chu guan li	15	系统与并发	term	虚拟存储管理	thuocl-it	2026-09-17
虚拟寻址	xu ni xun zhi	15	系统与并发	term	虚拟寻址	thuocl-it	2026-09-17
虚拟局域网	xu ni ju yu wang	15	系统与并发	term	虚拟局域网	thuocl-it	2026-09-17
虚拟库	xu ni ku	15	系统与并发	term	虚拟库	thuocl-it	2026-09-17
虚拟成员	xu ni cheng yuan	15	系统与并发	term	虚拟成员	thuocl-it	2026-09-17
虚拟技术	xu ni ji shu	15	系统与并发	term	虚拟技术	thuocl-it	2026-09-17
虚拟控制台	xu ni kong zhi tai	15	系统与并发	term	虚拟控制台	thuocl-it	2026-09-17
虚拟摇杆	xu ni yao gan	15	系统与并发	term	虚拟摇杆	thuocl-it	2026-09-17
虚拟操作系统	xu ni cao zuo xi tong	15	系统与并发	term	虚拟操作系统	thuocl-it	2026-09-17
虚拟文件系统	xu ni wen jian xi tong	15	系统与并发	term	虚拟文件系统	thuocl-it	2026-09-17
虚拟方式	xu ni fang shi	15	系统与并发	term	虚拟方式	thuocl-it	2026-09-17
虚拟机安装	xu ni ji an zhuang	15	系统与并发	term	虚拟机安装	thuocl-it	2026-09-17
虚拟环境	xu ni huan jing	15	系统与并发	term	虚拟环境	thuocl-it	2026-09-17
虚拟现实技术	xu ni xian shi ji shu	15	系统与并发	term	虚拟现实技术	thuocl-it	2026-09-17
虚拟用户	xu ni yong hu	15	系统与并发	term	虚拟用户	thuocl-it	2026-09-17
虚拟盘	xu ni pan	15	系统与并发	term	虚拟盘	thuocl-it	2026-09-17
虚拟目录	xu ni mu lu	15	系统与并发	term	虚拟目录	thuocl-it	2026-09-17
虚拟磁盘	xu ni ci pan	15	系统与并发	term	虚拟磁盘	thuocl-it	2026-09-17
虚拟系统	xu ni xi tong	15	系统与并发	term	虚拟系统	thuocl-it	2026-09-17
虚拟终端	xu ni zhong duan	15	系统与并发	term	虚拟终端	thuocl-it	2026-09-17
虚拟继承	xu ni ji cheng	15	系统与并发	term	虚拟继承	thuocl-it	2026-09-17
虚拟网络	xu ni wang luo	15	系统与并发	term	虚拟网络	thuocl-it	2026-09-17
虚拟装配	xu ni zhuang pei	15	系统与并发	term	虚拟装配	thuocl-it	2026-09-17
虚拟视点	xu ni shi dian	15	系统与并发	term	虚拟视点	thuocl-it	2026-09-17
虚拟计算机	xu ni ji suan ji	15	系统与并发	term	虚拟计算机	thuocl-it	2026-09-17
虚拟设备	xu ni she bei	15	系统与并发	term	虚拟设备	thuocl-it	2026-09-17
虚拟路径	xu ni lu jing	15	系统与并发	term	虚拟路径	thuocl-it	2026-09-17
虚拟软盘	xu ni ruan pan	15	系统与并发	term	虚拟软盘	thuocl-it	2026-09-17
虚拟键盘	xu ni jian pan	15	系统与并发	term	虚拟键盘	thuocl-it	2026-09-17
表单美化	biao dan mei hua	15	前端与应用	term	表单美化	thuocl-it	2026-09-17
表单验证	biao dan yan zheng	15	前端与应用	term	表单验证	thuocl-it	2026-09-17
表格布局	biao ge bu ju	15	前端与应用	term	表格布局	thuocl-it	2026-09-17
表格控件	biao ge kong jian	15	前端与应用	term	表格控件	thuocl-it	2026-09-17
表格操作	biao ge cao zuo	15	前端与应用	term	表格操作	thuocl-it	2026-09-17
表结构	biao jie gou	15	数据与存储	term	表结构	thuocl-it	2026-09-17
表达式树	biao da shi shu	15	语言与架构	term	表达式树	thuocl-it	2026-09-17
表达式计算	biao da shi ji suan	15	语言与架构	term	表达式计算	thuocl-it	2026-09-17
表达式语言	biao da shi yu yan	15	语言与架构	term	表达式语言	thuocl-it	2026-09-17
视图切换	shi tu qie huan	15	前端与应用	term	视图切换	thuocl-it	2026-09-17
视图动画	shi tu dong hua	15	前端与应用	term	视图动画	thuocl-it	2026-09-17
视图开发	shi tu kai fa	15	前端与应用	term	视图开发	thuocl-it	2026-09-17
视图控件	shi tu kong jian	15	前端与应用	term	视图控件	thuocl-it	2026-09-17
视图控制器	shi tu kong zhi qi	15	前端与应用	term	视图控制器	thuocl-it	2026-09-17
视图框架	shi tu kuang jia	15	前端与应用	term	视图框架	thuocl-it	2026-09-17
视图状态	shi tu zhuang tai	15	前端与应用	term	视图状态	thuocl-it	2026-09-17
视图解析器	shi tu jie xi qi	15	前端与应用	term	视图解析器	thuocl-it	2026-09-17
触摸事件	chu mo shi jian	15	前端与应用	term	触摸事件	thuocl-it	2026-09-17
触摸机制	chu mo ji zhi	15	前端与应用	term	触摸机制	thuocl-it	2026-09-17
触摸板	chu mo ban	15	前端与应用	term	触摸板	thuocl-it	2026-09-17
认证链	ren zheng lian	15	网络与安全	term	认证链	thuocl-it	2026-09-17
设计模式原则	she ji mo shi yuan ze	15	语言与架构	term	设计模式原则	thuocl-it	2026-09-17
访问控制	fang wen kong zhi	15	网络与安全	term	访问控制	thuocl-it	2026-09-17
访问控制列表	fang wen kong zhi lie biao	15	网络与安全	term	访问控制列表	thuocl-it	2026-09-17
证书作废表	zheng shu zuo fei biao	15	网络与安全	term	证书作废表	thuocl-it	2026-09-17
证书失效	zheng shu shi xiao	15	网络与安全	term	证书失效	thuocl-it	2026-09-17
证书废除	zheng shu fei chu	15	网络与安全	term	证书废除	thuocl-it	2026-09-17
证书无效	zheng shu wu xiao	15	网络与安全	term	证书无效	thuocl-it	2026-09-17
证书状态	zheng shu zhuang tai	15	网络与安全	term	证书状态	thuocl-it	2026-09-17
证书管理	zheng shu guan li	15	网络与安全	term	证书管理	thuocl-it	2026-09-17
证书管理机构	zheng shu guan li ji gou	15	网络与安全	term	证书管理机构	thuocl-it	2026-09-17
证书过期	zheng shu guo qi	15	网络与安全	term	证书过期	thuocl-it	2026-09-17
证书配置	zheng shu pei zhi	15	网络与安全	term	证书配置	thuocl-it	2026-09-17
证书链	zheng shu lian	15	网络与安全	term	证书链	thuocl-it	2026-09-17
语义信息	yu yi xin xi	15	语言与架构	term	语义信息	thuocl-it	2026-09-17
语义化	yu yi hua	15	语言与架构	term	语义化	thuocl-it	2026-09-17
语义属性	yu yi shu xing	15	语言与架构	term	语义属性	thuocl-it	2026-09-17
语义树	yu yi shu	15	语言与架构	term	语义树	thuocl-it	2026-09-17
语义检查	yu yi jian cha	15	语言与架构	term	语义检查	thuocl-it	2026-09-17
语义相关性	yu yi xiang guan xing	15	语言与架构	term	语义相关性	thuocl-it	2026-09-17
语义网	yu yi wang	15	语言与架构	term	语义网	thuocl-it	2026-09-17
语义网络	yu yi wang luo	15	语言与架构	term	语义网络	thuocl-it	2026-09-17
语义词典	yu yi ci dian	15	语言与架构	term	语义词典	thuocl-it	2026-09-17
语义距离	yu yi ju li	15	语言与架构	term	语义距离	thuocl-it	2026-09-17
语法关系	yu fa guan xi	15	语言与架构	term	语法关系	thuocl-it	2026-09-17
语法分析	yu fa fen xi	15	语言与架构	term	语法分析	thuocl-it	2026-09-17
语法分析程序	yu fa fen xi cheng xu	15	语言与架构	term	语法分析程序	thuocl-it	2026-09-17
语法基础	yu fa ji chu	15	语言与架构	term	语法基础	thuocl-it	2026-09-17
语法属性	yu fa shu xing	15	语言与架构	term	语法属性	thuocl-it	2026-09-17
语法描述语言	yu fa miao shu yu yan	15	语言与架构	term	语法描述语言	thuocl-it	2026-09-17
语法树	yu fa shu	15	语言与架构	term	语法树	thuocl-it	2026-09-17
语法糖	yu fa tang	15	语言与架构	term	语法糖	thuocl-it	2026-09-17
语法细节	yu fa xi jie	15	语言与架构	term	语法细节	thuocl-it	2026-09-17
语法范畴	yu fa fan chou	15	语言与架构	term	语法范畴	thuocl-it	2026-09-17
语法规则	yu fa gui ze	15	语言与架构	term	语法规则	thuocl-it	2026-09-17
语法解析	yu fa jie xi	15	语言与架构	term	语法解析	thuocl-it	2026-09-17
语法高亮	yu fa gao liang	15	语言与架构	term	语法高亮	thuocl-it	2026-09-17
语言信息	yu yan xin xi	15	语言与架构	term	语言信息	thuocl-it	2026-09-17
语言基础	yu yan ji chu	15	语言与架构	term	语言基础	thuocl-it	2026-09-17
语言处理程序	yu yan chu li cheng xu	15	语言与架构	term	语言处理程序	thuocl-it	2026-09-17
语言学理论	yu yan xue li lun	15	语言与架构	term	语言学理论	thuocl-it	2026-09-17
语言开发	yu yan kai fa	15	语言与架构	term	语言开发	thuocl-it	2026-09-17
语言标准	yu yan biao zhun	15	语言与架构	term	语言标准	thuocl-it	2026-09-17
语言特性	yu yan te xing	15	语言与架构	term	语言特性	thuocl-it	2026-09-17
语言生成	yu yan sheng cheng	15	语言与架构	term	语言生成	thuocl-it	2026-09-17
语言程序	yu yan cheng xu	15	语言与架构	term	语言程序	thuocl-it	2026-09-17
语言程序设计	yu yan cheng xu she ji	15	语言与架构	term	语言程序设计	thuocl-it	2026-09-17
语言识别	yu yan shi bie	15	语言与架构	term	语言识别	thuocl-it	2026-09-17
语言语法	yu yan yu fa	15	语言与架构	term	语言语法	thuocl-it	2026-09-17
语言集成查询	yu yan ji cheng cha xun	15	语言与架构	term	语言集成查询	thuocl-it	2026-09-17
请求分页	qing qiu fen ye	15	网络与安全	term	请求分页	thuocl-it	2026-09-17
请求处理	qing qiu chu li	15	网络与安全	term	请求处理	thuocl-it	2026-09-17
请求报文	qing qiu bao wen	15	网络与安全	term	请求报文	thuocl-it	2026-09-17
请求数据	qing qiu shu ju	15	网络与安全	term	请求数据	thuocl-it	2026-09-17
请求评论	qing qiu ping lun	15	网络与安全	term	请求评论	thuocl-it	2026-09-17
请求转发	qing qiu zhuan fa	15	网络与安全	term	请求转发	thuocl-it	2026-09-17
读写周期	du xie zhou qi	15	系统与并发	term	读写周期	thuocl-it	2026-09-17
读写控制电路	du xie kong zhi dian lu	15	系统与并发	term	读写控制电路	thuocl-it	2026-09-17
读写文件	du xie wen jian	15	系统与并发	term	读写文件	thuocl-it	2026-09-17
读写磁头	du xie ci tou	15	系统与并发	term	读写磁头	thuocl-it	2026-09-17
读写锁	du xie suo	15	系统与并发	term	读写锁	thuocl-it	2026-09-17
调度作业	diao du zuo ye	15	系统与并发	term	调度作业	thuocl-it	2026-09-17
调度方式	diao du fang shi	15	系统与并发	term	调度方式	thuocl-it	2026-09-17
调度模块	diao du mo kuai	15	系统与并发	term	调度模块	thuocl-it	2026-09-17
调度程序	diao du cheng xu	15	系统与并发	term	调度程序	thuocl-it	2026-09-17
调度策略	diao du ce lve	15	系统与并发	term	调度策略	thuocl-it	2026-09-17
调度算法	diao du suan fa	15	系统与并发	term	调度算法	thuocl-it	2026-09-17
调度规则	diao du gui ze	15	系统与并发	term	调度规则	thuocl-it	2026-09-17
调度资源	diao du zi yuan	15	系统与并发	term	调度资源	thuocl-it	2026-09-17
调度队列	diao du dui lie	15	系统与并发	term	调度队列	thuocl-it	2026-09-17
调试例程	tiao shi li cheng	15	工程与交付	term	调试例程	thuocl-it	2026-09-17
调试器	tiao shi qi	15	工程与交付	term	调试器	thuocl-it	2026-09-17
调试工具	tiao shi gong ju	15	工程与交付	term	调试工具	thuocl-it	2026-09-17
调试报错	tiao shi bao cuo	15	工程与交付	term	调试报错	thuocl-it	2026-09-17
调试程序	tiao shi cheng xu	15	工程与交付	term	调试程序	thuocl-it	2026-09-17
调试错误	tiao shi cuo wu	15	工程与交付	term	调试错误	thuocl-it	2026-09-17
负载均衡技术	fu zai jun heng ji shu	15	网络与安全	term	负载均衡技术	thuocl-it	2026-09-17
资源下载	zi yuan xia zai	15	系统与并发	term	资源下载	thuocl-it	2026-09-17
资源共享控制	zi yuan gong xiang kong zhi	15	系统与并发	term	资源共享控制	thuocl-it	2026-09-17
资源冲突	zi yuan chong tu	15	系统与并发	term	资源冲突	thuocl-it	2026-09-17
资源分配表	zi yuan fen pei biao	15	系统与并发	term	资源分配表	thuocl-it	2026-09-17
资源加密	zi yuan jia mi	15	系统与并发	term	资源加密	thuocl-it	2026-09-17
资源加载	zi yuan jia zai	15	系统与并发	term	资源加载	thuocl-it	2026-09-17
资源备份	zi yuan bei fen	15	系统与并发	term	资源备份	thuocl-it	2026-09-17
资源子网	zi yuan zi wang	15	系统与并发	term	资源子网	thuocl-it	2026-09-17
资源库	zi yuan ku	15	系统与并发	term	资源库	thuocl-it	2026-09-17
资源打包	zi yuan da bao	15	系统与并发	term	资源打包	thuocl-it	2026-09-17
资源搜集	zi yuan sou ji	15	系统与并发	term	资源搜集	thuocl-it	2026-09-17
资源操作	zi yuan cao zuo	15	系统与并发	term	资源操作	thuocl-it	2026-09-17
资源收集	zi yuan shou ji	15	系统与并发	term	资源收集	thuocl-it	2026-09-17
资源整理	zi yuan zheng li	15	系统与并发	term	资源整理	thuocl-it	2026-09-17
资源文件	zi yuan wen jian	15	系统与并发	term	资源文件	thuocl-it	2026-09-17
资源管理器	zi yuan guan li qi	15	系统与并发	term	资源管理器	thuocl-it	2026-09-17
资源管理程序	zi yuan guan li cheng xu	15	系统与并发	term	资源管理程序	thuocl-it	2026-09-17
资源素材	zi yuan su cai	15	系统与并发	term	资源素材	thuocl-it	2026-09-17
资源释放	zi yuan shi fang	15	系统与并发	term	资源释放	thuocl-it	2026-09-17
资源重复	zi yuan chong fu	15	系统与并发	term	资源重复	thuocl-it	2026-09-17
跨域	kua yu	15	网络与安全	term	跨域	thuocl-it	2026-09-17
跨域访问	kua yu fang wen	15	网络与安全	term	跨域访问	thuocl-it	2026-09-17
跨域请求	kua yu qing qiu	15	网络与安全	term	跨域请求	thuocl-it	2026-09-17
跨平台开发	kua ping tai kai fa	15	前端与应用	term	跨平台开发	thuocl-it	2026-09-17
路径分析	lu jing fen xi	15	系统与并发	term	路径分析	thuocl-it	2026-09-17
路径压缩	lu jing ya suo	15	系统与并发	term	路径压缩	thuocl-it	2026-09-17
路径名	lu jing ming	15	系统与并发	term	路径名	thuocl-it	2026-09-17
路径命令	lu jing ming ling	15	系统与并发	term	路径命令	thuocl-it	2026-09-17
路径和	lu jing he	15	系统与并发	term	路径和	thuocl-it	2026-09-17
路径搜索	lu jing sou suo	15	系统与并发	term	路径搜索	thuocl-it	2026-09-17
路径条件	lu jing tiao jian	15	系统与并发	term	路径条件	thuocl-it	2026-09-17
路径表达式	lu jing biao da shi	15	系统与并发	term	路径表达式	thuocl-it	2026-09-17
路径记录	lu jing ji lu	15	系统与并发	term	路径记录	thuocl-it	2026-09-17
路由交换	lu you jiao huan	15	网络与安全	term	路由交换	thuocl-it	2026-09-17
路由协议	lu you xie yi	15	网络与安全	term	路由协议	thuocl-it	2026-09-17
路由器开发	lu you qi kai fa	15	网络与安全	term	路由器开发	thuocl-it	2026-09-17
路由器配置	lu you qi pei zhi	15	网络与安全	term	路由器配置	thuocl-it	2026-09-17
路由表	lu you biao	15	网络与安全	term	路由表	thuocl-it	2026-09-17
路由选择	lu you xuan ze	15	网络与安全	term	路由选择	thuocl-it	2026-09-17
路由选择协议	lu you xuan ze xie yi	15	网络与安全	term	路由选择协议	thuocl-it	2026-09-17
路由选择算法	lu you xuan ze suan fa	15	网络与安全	term	路由选择算法	thuocl-it	2026-09-17
路由配置	lu you pei zhi	15	网络与安全	term	路由配置	thuocl-it	2026-09-17
身份证校验	shen fen zheng jiao yan	15	网络与安全	term	身份证校验	thuocl-it	2026-09-17
身份证识别	shen fen zheng shi bie	15	网络与安全	term	身份证识别	thuocl-it	2026-09-17
身份证验证	shen fen zheng yan zheng	15	网络与安全	term	身份证验证	thuocl-it	2026-09-17
输入优先级	shu ru you xian ji	15	前端与应用	term	输入优先级	thuocl-it	2026-09-17
输入依赖	shu ru yi lai	15	前端与应用	term	输入依赖	thuocl-it	2026-09-17
输入子系统	shu ru zi xi tong	15	前端与应用	term	输入子系统	thuocl-it	2026-09-17
输入带	shu ru dai	15	前端与应用	term	输入带	thuocl-it	2026-09-17
输入文本类型	shu ru wen ben lei xing	15	前端与应用	term	输入文本类型	thuocl-it	2026-09-17
输入框	shu ru kuang	15	前端与应用	term	输入框	thuocl-it	2026-09-17
输入流	shu ru liu	15	前端与应用	term	输入流	thuocl-it	2026-09-17
输入特性	shu ru te xing	15	前端与应用	term	输入特性	thuocl-it	2026-09-17
输入符号	shu ru fu hao	15	前端与应用	term	输入符号	thuocl-it	2026-09-17
输入缓冲区	shu ru huan chong qu	15	前端与应用	term	输入缓冲区	thuocl-it	2026-09-17
输入脉冲	shu ru mai chong	15	前端与应用	term	输入脉冲	thuocl-it	2026-09-17
输入规模	shu ru gui mo	15	前端与应用	term	输入规模	thuocl-it	2026-09-17
输入设备	shu ru she bei	15	前端与应用	term	输入设备	thuocl-it	2026-09-17
输入输出函数	shu ru shu chu han shu	15	前端与应用	term	输入输出函数	thuocl-it	2026-09-17
输入输出接口	shu ru shu chu jie kou	15	前端与应用	term	输入输出接口	thuocl-it	2026-09-17
输入输出流	shu ru shu chu liu	15	前端与应用	term	输入输出流	thuocl-it	2026-09-17
输入输出管理	shu ru shu chu guan li	15	前端与应用	term	输入输出管理	thuocl-it	2026-09-17
输入输出训练	shu ru shu chu xun lian	15	前端与应用	term	输入输出训练	thuocl-it	2026-09-17
输入输出设备	shu ru shu chu she bei	15	前端与应用	term	输入输出设备	thuocl-it	2026-09-17
输入输出队列	shu ru shu chu dui lie	15	前端与应用	term	输入输出队列	thuocl-it	2026-09-17
输入进程	shu ru jin cheng	15	前端与应用	term	输入进程	thuocl-it	2026-09-17
输入速率	shu ru su lv	15	前端与应用	term	输入速率	thuocl-it	2026-09-17
输入阻抗	shu ru zu kang	15	前端与应用	term	输入阻抗	thuocl-it	2026-09-17
输入验证	shu ru yan zheng	15	前端与应用	term	输入验证	thuocl-it	2026-09-17
输出优先级	shu chu you xian ji	15	前端与应用	term	输出优先级	thuocl-it	2026-09-17
输出依赖	shu chu yi lai	15	前端与应用	term	输出依赖	thuocl-it	2026-09-17
输出带	shu chu dai	15	前端与应用	term	输出带	thuocl-it	2026-09-17
输出提交	shu chu ti jiao	15	前端与应用	term	输出提交	thuocl-it	2026-09-17
输出断言	shu chu duan yan	15	前端与应用	term	输出断言	thuocl-it	2026-09-17
输出格式	shu chu ge shi	15	前端与应用	term	输出格式	thuocl-it	2026-09-17
输出流	shu chu liu	15	前端与应用	term	输出流	thuocl-it	2026-09-17
输出特性	shu chu te xing	15	前端与应用	term	输出特性	thuocl-it	2026-09-17
输出脉冲	shu chu mai chong	15	前端与应用	term	输出脉冲	thuocl-it	2026-09-17
输出设备	shu chu she bei	15	前端与应用	term	输出设备	thuocl-it	2026-09-17
输出进程	shu chu jin cheng	15	前端与应用	term	输出进程	thuocl-it	2026-09-17
输出重定向	shu chu chong ding xiang	15	前端与应用	term	输出重定向	thuocl-it	2026-09-17
输出阻抗	shu chu zu kang	15	前端与应用	term	输出阻抗	thuocl-it	2026-09-17
过渡动画	guo du dong hua	15	前端与应用	term	过渡动画	thuocl-it	2026-09-17
过渡效果	guo du xiao guo	15	前端与应用	term	过渡效果	thuocl-it	2026-09-17
运算符优先级	yun suan fu you xian ji	15	语言与架构	term	运算符优先级	thuocl-it	2026-09-17
运算符重载	yun suan fu chong zai	15	语言与架构	term	运算符重载	thuocl-it	2026-09-17
运行时库	yun xing shi ku	15	语言与架构	term	运行时库	thuocl-it	2026-09-17
运行时异常	yun xing shi yi chang	15	语言与架构	term	运行时异常	thuocl-it	2026-09-17
运行时机制	yun xing shi ji zhi	15	语言与架构	term	运行时机制	thuocl-it	2026-09-17
运行时权限	yun xing shi quan xian	15	语言与架构	term	运行时权限	thuocl-it	2026-09-17
运行时诊断	yun xing shi zhen duan	15	语言与架构	term	运行时诊断	thuocl-it	2026-09-17
运行时错误	yun xing shi cuo wu	15	语言与架构	term	运行时错误	thuocl-it	2026-09-17
进程上下文	jin cheng shang xia wen	15	系统与并发	term	进程上下文	thuocl-it	2026-09-17
进程互斥	jin cheng hu chi	15	系统与并发	term	进程互斥	thuocl-it	2026-09-17
进程优先级	jin cheng you xian ji	15	系统与并发	term	进程优先级	thuocl-it	2026-09-17
进程保护	jin cheng bao hu	15	系统与并发	term	进程保护	thuocl-it	2026-09-17
进程关系	jin cheng guan xi	15	系统与并发	term	进程关系	thuocl-it	2026-09-17
进程内存	jin cheng nei cun	15	系统与并发	term	进程内存	thuocl-it	2026-09-17
进程创建	jin cheng chuang jian	15	系统与并发	term	进程创建	thuocl-it	2026-09-17
进程句柄	jin cheng ju bing	15	系统与并发	term	进程句柄	thuocl-it	2026-09-17
进程同步	jin cheng tong bu	15	系统与并发	term	进程同步	thuocl-it	2026-09-17
进程名	jin cheng ming	15	系统与并发	term	进程名	thuocl-it	2026-09-17
进程地址空间	jin cheng di zhi kong jian	15	系统与并发	term	进程地址空间	thuocl-it	2026-09-17
进程控制	jin cheng kong zhi	15	系统与并发	term	进程控制	thuocl-it	2026-09-17
进程池	jin cheng chi	15	系统与并发	term	进程池	thuocl-it	2026-09-17
进程注入	jin cheng zhu ru	15	系统与并发	term	进程注入	thuocl-it	2026-09-17
进程状态	jin cheng zhuang tai	15	系统与并发	term	进程状态	thuocl-it	2026-09-17
进程管理	jin cheng guan li	15	系统与并发	term	进程管理	thuocl-it	2026-09-17
进程线程	jin cheng xian cheng	15	系统与并发	term	进程线程	thuocl-it	2026-09-17
进程组	jin cheng zu	15	系统与并发	term	进程组	thuocl-it	2026-09-17
进程调度	jin cheng diao du	15	系统与并发	term	进程调度	thuocl-it	2026-09-17
进程调度算法	jin cheng diao du suan fa	15	系统与并发	term	进程调度算法	thuocl-it	2026-09-17
进程迁移	jin cheng qian yi	15	系统与并发	term	进程迁移	thuocl-it	2026-09-17
进程退出	jin cheng tui chu	15	系统与并发	term	进程退出	thuocl-it	2026-09-17
进程通信	jin cheng tong xin	15	系统与并发	term	进程通信	thuocl-it	2026-09-17
进程通讯	jin cheng tong xun	15	系统与并发	term	进程通讯	thuocl-it	2026-09-17
进程间通讯	jin cheng jian tong xun	15	系统与并发	term	进程间通讯	thuocl-it	2026-09-17
远程会议	yuan cheng hui yi	15	网络与安全	term	远程会议	thuocl-it	2026-09-17
远程作业	yuan cheng zuo ye	15	网络与安全	term	远程作业	thuocl-it	2026-09-17
远程作业输入	yuan cheng zuo ye shu ru	15	网络与安全	term	远程作业输入	thuocl-it	2026-09-17
远程办公	yuan cheng ban gong	15	网络与安全	term	远程办公	thuocl-it	2026-09-17
远程处理	yuan cheng chu li	15	网络与安全	term	远程处理	thuocl-it	2026-09-17
远程库	yuan cheng ku	15	网络与安全	term	远程库	thuocl-it	2026-09-17
远程控制软件	yuan cheng kong zhi ruan jian	15	网络与安全	term	远程控制软件	thuocl-it	2026-09-17
远程推送	yuan cheng tui song	15	网络与安全	term	远程推送	thuocl-it	2026-09-17
远程教学	yuan cheng jiao xue	15	网络与安全	term	远程教学	thuocl-it	2026-09-17
远程方法调用	yuan cheng fang fa diao yong	15	网络与安全	term	远程方法调用	thuocl-it	2026-09-17
远程服务	yuan cheng fu wu	15	网络与安全	term	远程服务	thuocl-it	2026-09-17
