# 词	编码	人工权重	分类	类型	实体	来源	核对日期
自我纠正	zi wo jiu zheng	20	智能体	term	自我纠正	curated	2026-09-17
自我评估	zi wo ping gu	20	智能体	term	自我评估	curated	2026-09-17
自我验证	zi wo yan zheng	20	智能体	term	自我验证	curated	2026-09-17
自步学习	zi bu xue xi	20	训练	term	自步学习	curated	2026-09-17
自注意力	zi zhu yi li	20	架构	term	自注意力	curated	2026-09-17
自洽性提示	zi qia xing ti shi	20	提示	term	自洽性提示	curated	2026-09-17
自然语料	zi ran yu liao	20	数据	term	自然语料	curated	2026-09-17
自然语言处理	zi ran yu yan chu li	20	教材术语	term	自然语言处理	d2l	2026-09-17
自然语言推断	zi ran yu yan tui duan	20	教材术语	term	自然语言推断	d2l	2026-09-17
自然语言推理	zi ran yu yan tui li	20	专项任务	term	自然语言推理	glossary	2026-09-17
自由度	zi you du	20	教材术语	term	自由度	d2l	2026-09-17
自监督学习	zi jian du xue xi	20	基础	term	自监督学习	curated	2026-09-17
自编码器	zi bian ma qi	20	架构	term	自编码器	curated	2026-09-17
自蒸馏	zi zheng liu	20	训练	term	自蒸馏	curated	2026-09-17
自适应优化器	zi shi ying you hua qi	20	训练	term	自适应优化器	curated	2026-09-17
自适应低秩适配	zi shi ying di zhi shi pei	20	训练	term	自适应低秩适配	curated	2026-09-17
自适应提升	zi shi ying ti sheng	20	算法	term	自适应提升	curated	2026-09-17
自适应检索	zi shi ying jian suo	20	检索	term	自适应检索	curated	2026-09-17
自适应池化	zi shi ying chi hua	20	架构	term	自适应池化	curated	2026-09-17
舍入误差	she ru wu cha	20	数学	term	舍入误差	curated	2026-09-17
节奏生成	jie zou sheng cheng	20	语音	term	节奏生成	curated	2026-09-17
节点分类	jie dian fen lei	20	专项任务	term	节点分类	glossary	2026-09-17
药物与药物相互作用提取	yao wu yu yao wu xiang hu zuo yong ti qu	20	专项任务	term	药物与药物相互作用提取	glossary	2026-09-17
药物发现	yao wu fa xian	20	专项任务	term	药物发现	glossary	2026-09-17
蒙特卡洛	meng te ka luo	20	数学	term	蒙特卡洛	curated	2026-09-17
蒙特卡洛控制	meng te ka luo kong zhi	20	强化	term	蒙特卡洛控制	curated	2026-09-17
蒸馏损失	zheng liu sun shi	20	训练	term	蒸馏损失	curated	2026-09-17
蒸馏温度	zheng liu wen du	20	训练	term	蒸馏温度	curated	2026-09-17
蛋白质二级结构预测	dan bai zhi er ji jie gou yu ce	20	专项任务	term	蛋白质二级结构预测	glossary	2026-09-17
血压估计	xue ya gu ji	20	专项任务	term	血压估计	glossary	2026-09-17
行为主义	xing wei zhu yi	20	基础	term	行为主义	curated	2026-09-17
行为克隆	xing wei ke long	20	强化	term	行为克隆	curated	2026-09-17
行为对齐	xing wei dui qi	20	安全	term	行为对齐	curated	2026-09-17
行为策略	xing wei ce lve	20	智能体	term	行为策略	curated	2026-09-17
行为识别	xing wei shi bie	20	视觉	term	行为识别	curated	2026-09-17
行人属性识别	xing ren shu xing shi bie	20	专项任务	term	行人属性识别	glossary	2026-09-17
行人检测	xing ren jian ce	20	专项任务	term	行人检测	glossary	2026-09-17
行动模型	xing dong mo xing	20	强化	term	行动模型	curated	2026-09-17
行动空间	xing dong kong jian	20	智能体	term	行动空间	curated	2026-09-17
补偿执行	bu chang zhi xing	20	智能体	term	补偿执行	curated	2026-09-17
表到文本的生成	biao dao wen ben de sheng cheng	20	专项任务	term	表到文本的生成	glossary	2026-09-17
表征学习	biao zheng xue xi	20	专项任务	term	表征学习	glossary	2026-09-17
表情识别	biao qing shi bie	20	视觉	term	表情识别	curated	2026-09-17
表格提取	biao ge ti qu	20	数据	term	表格提取	curated	2026-09-17
表格识别	biao ge shi bie	20	视觉	term	表格识别	curated	2026-09-17
表格问答	biao ge wen da	20	提示	term	表格问答	curated	2026-09-17
表检测	biao jian ce	20	专项任务	term	表检测	glossary	2026-09-17
表示学习	biao shi xue xi	20	基础	term	表示学习	curated	2026-09-17
裁判偏差	cai pan pian cha	20	评估	term	裁判偏差	curated	2026-09-17
裁判模型	cai pan mo xing	20	评估	term	裁判模型	curated	2026-09-17
裁剪范围	cai jian fan wei	20	推理	term	裁剪范围	curated	2026-09-17
装袋法	zhuang dai fa	20	算法	term	装袋法	curated	2026-09-17
覆盖性	fu gai xing	20	教材术语	term	覆盖性	d2l	2026-09-17
观察空间	guan cha kong jian	20	智能体	term	观察空间	curated	2026-09-17
规划反思	gui hua fan si	20	智能体	term	规划反思	curated	2026-09-17
规划执行	gui hua zhi xing	20	智能体	term	规划执行	curated	2026-09-17
视听对齐	shi ting dui qi	20	视觉	term	视听对齐	curated	2026-09-17
视听生成	shi ting sheng cheng	20	语音	term	视听生成	curated	2026-09-17
视听融合	shi ting rong he	20	语音	term	视听融合	curated	2026-09-17
视听语音识别	shi ting yu yin shi bie	20	语音	term	视听语音识别	curated	2026-09-17
视网膜血管分割	shi wang mo xue guan fen ge	20	专项任务	term	视网膜血管分割	glossary	2026-09-17
视觉变换器	shi jue bian huan qi	20	架构	term	视觉变换器	curated	2026-09-17
视觉定位	shi jue ding wei	20	视觉	term	视觉定位	curated	2026-09-17
视觉对话	shi jue dui hua	20	专项任务	term	视觉对话	glossary	2026-09-17
视觉对象跟踪	shi jue dui xiang gen zong	20	专项任务	term	视觉对象跟踪	glossary	2026-09-17
视觉导航	shi jue dao hang	20	强化	term	视觉导航	curated	2026-09-17
视觉嵌入	shi jue qian ru	20	视觉	term	视觉嵌入	curated	2026-09-17
视觉推理	shi jue tui li	20	视觉	term	视觉推理	curated	2026-09-17
视觉特征	shi jue te zheng	20	视觉	term	视觉特征	curated	2026-09-17
视觉理解	shi jue li jie	20	视觉	term	视觉理解	curated	2026-09-17
视觉编码器	shi jue bian ma qi	20	视觉	term	视觉编码器	curated	2026-09-17
视觉讲故事	shi jue jiang gu shi	20	专项任务	term	视觉讲故事	glossary	2026-09-17
视觉语言动作模型	shi jue yu yan dong zuo mo xing	20	架构	term	视觉语言动作模型	curated	2026-09-17
视觉语言导航	shi jue yu yan dao hang	20	强化	term	视觉语言导航	curated	2026-09-17
视觉语言模型	shi jue yu yan mo xing	20	架构	term	视觉语言模型	curated	2026-09-17
视觉跟踪	shi jue gen zong	20	专项任务	term	视觉跟踪	glossary	2026-09-17
视觉问答	shi jue wen da	20	视觉	term	视觉问答	curated	2026-09-17
视频分割	shi pin fen ge	20	视觉	term	视频分割	curated	2026-09-17
视频分类	shi pin fen lei	20	视觉	term	视频分类	curated	2026-09-17
视频到视频合成	shi pin dao shi pin he cheng	20	专项任务	term	视频到视频合成	glossary	2026-09-17
视频去噪	shi pin qu zao	20	专项任务	term	视频去噪	glossary	2026-09-17
视频去隔行扫描	shi pin qu ge hang sao miao	20	专项任务	term	视频去隔行扫描	glossary	2026-09-17
视频字幕	shi pin zi mu	20	专项任务	term	视频字幕	glossary	2026-09-17
视频对象分割	shi pin dui xiang fen ge	20	专项任务	term	视频对象分割	glossary	2026-09-17
视频对象检测	shi pin dui xiang jian ce	20	专项任务	term	视频对象检测	glossary	2026-09-17
视频帧插值	shi pin zhen cha zhi	20	专项任务	term	视频帧插值	glossary	2026-09-17
视频描述	shi pin miao shu	20	视觉	term	视频描述	curated	2026-09-17
视频插帧	shi pin cha zhen	20	视觉	term	视频插帧	curated	2026-09-17
视频摘要	shi pin zhai yao	20	视觉	term	视频摘要	curated	2026-09-17
视频检索	shi pin jian suo	20	视觉	term	视频检索	curated	2026-09-17
视频水印	shi pin shui yin	20	视觉	term	视频水印	curated	2026-09-17
视频理解	shi pin li jie	20	视觉	term	视频理解	curated	2026-09-17
视频生成	shi pin sheng cheng	20	视觉	term	视频生成	curated	2026-09-17
视频生视频	shi pin sheng shi pin	20	视觉	term	视频生视频	curated	2026-09-17
视频编辑	shi pin bian ji	20	视觉	term	视频编辑	curated	2026-09-17
视频超分辨率	shi pin chao fen bian lv	20	视觉	term	视频超分辨率	curated	2026-09-17
视频重建	shi pin chong jian	20	专项任务	term	视频重建	glossary	2026-09-17
视频问答	shi pin wen da	20	视觉	term	视频问答	curated	2026-09-17
视频预测	shi pin yu ce	20	视觉	term	视频预测	curated	2026-09-17
角色一致性	jue se yi zhi xing	20	视觉	term	角色一致性	curated	2026-09-17
角色分工	jue se fen gong	20	智能体	term	角色分工	curated	2026-09-17
角色提示	jue se ti shi	20	提示	term	角色提示	curated	2026-09-17
角色设定	jue se she ding	20	提示	term	角色设定	curated	2026-09-17
解码	jie ma	20	推理	term	解码	curated	2026-09-17
解码参数	jie ma can shu	20	提示	term	解码参数	curated	2026-09-17
解码器	jie ma qi	20	架构	term	解码器	curated	2026-09-17
解码策略	jie ma ce lve	20	提示	term	解码策略	curated	2026-09-17
解码阶段	jie ma jie duan	20	推理	term	解码阶段	curated	2026-09-17
解释型语言	jie shi xing yu yan	20	教材术语	term	解释型语言	d2l	2026-09-17
詹森不等式	zhan sen bu deng shi	20	教材术语	term	詹森不等式	d2l	2026-09-17
计划修订	ji hua xiu ding	20	智能体	term	计划修订	curated	2026-09-17
计算图	ji suan tu	20	推理	term	计算图	curated	2026-09-17
计算图捕获	ji suan tu bu huo	20	推理	term	计算图捕获	curated	2026-09-17
计算效率	ji suan xiao lv	20	基础	term	计算效率	curated	2026-09-17
计算机使用智能体	ji suan ji shi yong zhi neng ti	20	智能体	term	计算机使用智能体	curated	2026-09-17
计算机视觉	ji suan ji shi jue	20	视觉	term	计算机视觉	curated	2026-09-17
计算预算	ji suan yu suan	20	训练	term	计算预算	curated	2026-09-17
认知计算	ren zhi ji suan	20	基础	term	认知计算	curated	2026-09-17
训练后量化	xun lian hou liang hua	20	推理	term	训练后量化	curated	2026-09-17
训练安全	xun lian an quan	20	安全	term	训练安全	curated	2026-09-17
训练成本	xun lian cheng ben	20	训练	term	训练成本	curated	2026-09-17
训练批次	xun lian pi ci	20	训练	term	训练批次	curated	2026-09-17
训练投毒	xun lian tou du	20	安全	term	训练投毒	curated	2026-09-17
训练收敛	xun lian shou lian	20	训练	term	训练收敛	curated	2026-09-17
训练数据	xun lian shu ju	20	数据	term	训练数据	curated	2026-09-17
训练数据提取	xun lian shu ju ti qu	20	安全	term	训练数据提取	curated	2026-09-17
训练数据集	xun lian shu ju ji	20	教材术语	term	训练数据集	d2l	2026-09-17
训练步骤	xun lian bu zhou	20	训练	term	训练步骤	curated	2026-09-17
训练目标	xun lian mu biao	20	训练	term	训练目标	curated	2026-09-17
训练稳定性	xun lian wen ding xing	20	训练	term	训练稳定性	curated	2026-09-17
训练算力	xun lian suan li	20	训练	term	训练算力	curated	2026-09-17
训练管道	xun lian guan dao	20	工程	term	训练管道	curated	2026-09-17
训练误差	xun lian wu cha	20	教材术语	term	训练误差	d2l	2026-09-17
训练轮次	xun lian lun ci	20	训练	term	训练轮次	curated	2026-09-17
训练集	xun lian ji	20	数据	term	训练集	curated	2026-09-17
训练震荡	xun lian zhen dang	20	训练	term	训练震荡	curated	2026-09-17
训练预算	xun lian yu suan	20	训练	term	训练预算	curated	2026-09-17
记忆元	ji yi yuan	20	教材术语	term	记忆元	d2l	2026-09-17
记忆冲突	ji yi chong tu	20	智能体	term	记忆冲突	curated	2026-09-17
记忆压缩	ji yi ya suo	20	智能体	term	记忆压缩	curated	2026-09-17
记忆巩固	ji yi gong gu	20	智能体	term	记忆巩固	curated	2026-09-17
记忆投毒	ji yi tou du	20	安全	term	记忆投毒	curated	2026-09-17
记忆更新	ji yi geng xin	20	智能体	term	记忆更新	curated	2026-09-17
记忆检索	ji yi jian suo	20	智能体	term	记忆检索	curated	2026-09-17
记忆管理	ji yi guan li	20	智能体	term	记忆管理	curated	2026-09-17
记忆衰减	ji yi shuai jian	20	智能体	term	记忆衰减	curated	2026-09-17
讽刺检测	feng ci jian ce	20	专项任务	term	讽刺检测	glossary	2026-09-17
证据检索	zheng ju jian suo	20	检索	term	证据检索	curated	2026-09-17
证据融合	zheng ju rong he	20	检索	term	证据融合	curated	2026-09-17
证据链	zheng ju lian	20	检索	term	证据链	curated	2026-09-17
评分函数	ping fen han shu	20	教材术语	term	评分函数	d2l	2026-09-17
评测一致性	ping ce yi zhi xing	20	评估	term	评测一致性	curated	2026-09-17
评测任务	ping ce ren wu	20	评估	term	评测任务	curated	2026-09-17
评测偏差	ping ce pian cha	20	评估	term	评测偏差	curated	2026-09-17
评测可复现性	ping ce ke fu xian xing	20	评估	term	评测可复现性	curated	2026-09-17
评测可靠性	ping ce ke kao xing	20	评估	term	评测可靠性	curated	2026-09-17
评测基准	ping ce ji zhun	20	评估	term	评测基准	curated	2026-09-17
评测报告	ping ce bao gao	20	评估	term	评测报告	curated	2026-09-17
评测指标	ping ce zhi biao	20	评估	term	评测指标	curated	2026-09-17
评测提示	ping ce ti shi	20	评估	term	评测提示	curated	2026-09-17
评测数据集	ping ce shu ju ji	20	评估	term	评测数据集	curated	2026-09-17
评测样本	ping ce yang ben	20	评估	term	评测样本	curated	2026-09-17
评测框架	ping ce kuang jia	20	评估	term	评测框架	curated	2026-09-17
评测污染	ping ce wu ran	20	数据	term	评测污染	curated	2026-09-17
评测管道	ping ce guan dao	20	工程	term	评测管道	curated	2026-09-17
评测集	ping ce ji	20	数据	term	评测集	curated	2026-09-17
词义消歧	ci yi xiao qi	20	专项任务	term	词义消歧	glossary	2026-09-17
词元	ci yuan	20	数据	term	词元	curated	2026-09-17
词元化	ci yuan hua	20	数据	term	词元化	curated	2026-09-17
词元嵌入	ci yuan qian ru	20	数据	term	词元嵌入	curated	2026-09-17
词元序列	ci yuan xu lie	20	数据	term	词元序列	curated	2026-09-17
词元成本	ci yuan cheng ben	20	工程	term	词元成本	curated	2026-09-17
词元概率	ci yuan gai lv	20	提示	term	词元概率	curated	2026-09-17
词元用量	ci yuan yong liang	20	工程	term	词元用量	curated	2026-09-17
词元计数	ci yuan ji shu	20	数据	term	词元计数	curated	2026-09-17
词元预算	ci yuan yu suan	20	数据	term	词元预算	curated	2026-09-17
词分割	ci fen ge	20	专项任务	term	词分割	glossary	2026-09-17
词向量	ci xiang liang	20	检索	term	词向量	curated	2026-09-17
词嵌入	ci qian ru	20	检索	term	词嵌入	curated	2026-09-17
词性标注	ci xing biao zhu	20	教材术语	term	词性标注	d2l	2026-09-17
词性标记	ci xing biao ji	20	专项任务	term	词性标记	glossary	2026-09-17
词法规范化	ci fa gui fan hua	20	专项任务	term	词法规范化	glossary	2026-09-17
词级分词	ci ji fen ci	20	数据	term	词级分词	curated	2026-09-17
词表	ci biao	20	数据	term	词表	curated	2026-09-17
词表大小	ci biao da xiao	20	数据	term	词表大小	curated	2026-09-17
词错误率	ci cuo wu lv	20	评估	term	词错误率	curated	2026-09-17
语义分割	yu yi fen ge	20	视觉	term	语义分割	curated	2026-09-17
语义分块	yu yi fen kuai	20	检索	term	语义分块	curated	2026-09-17
语义分析	yu yi fen xi	20	专项任务	term	语义分析	glossary	2026-09-17
语义匹配	yu yi pi pei	20	提示	term	语义匹配	curated	2026-09-17
语义去重	yu yi qu chong	20	数据	term	语义去重	curated	2026-09-17
语义导航	yu yi dao hang	20	强化	term	语义导航	curated	2026-09-17
语义文本相似度	yu yi wen ben xiang shi du	20	教材术语	term	语义文本相似度	d2l	2026-09-17
语义文本相似性	yu yi wen ben xiang shi xing	20	专项任务	term	语义文本相似性	glossary	2026-09-17
语义检索	yu yi jian suo	20	检索	term	语义检索	curated	2026-09-17
语义理解	yu yi li jie	20	提示	term	语义理解	curated	2026-09-17
语义相似度	yu yi xiang si du	20	评估	term	语义相似度	curated	2026-09-17
语义等价	yu yi deng jia	20	专项任务	term	语义等价	glossary	2026-09-17
语义角色标记	yu yi jue se biao ji	20	专项任务	term	语义角色标记	glossary	2026-09-17
语义记忆	yu yi ji yi	20	智能体	term	语义记忆	curated	2026-09-17
语义路由	yu yi lu you	20	工程	term	语义路由	curated	2026-09-17
语义预测	yu yi yu ce	20	专项任务	term	语义预测	glossary	2026-09-17
语料配比	yu liao pei bi	20	数据	term	语料配比	curated	2026-09-17
语法约束	yu fa yue shu	20	提示	term	语法约束	curated	2026-09-17
语法错误检测	yu fa cuo wu jian ce	20	专项任务	term	语法错误检测	glossary	2026-09-17
语法错误纠正	yu fa cuo wu jiu zheng	20	专项任务	term	语法错误纠正	glossary	2026-09-17
语言习得	yu yan xi de	20	专项任务	term	语言习得	glossary	2026-09-17
语言可接受性	yu yan ke jie shou xing	20	专项任务	term	语言可接受性	glossary	2026-09-17
语言模型	yu yan mo xing	20	语音	term	语言模型	curated	2026-09-17
语言过滤	yu yan guo lv	20	数据	term	语言过滤	curated	2026-09-17
语速控制	yu su kong zhi	20	语音	term	语速控制	curated	2026-09-17
语音停顿	yu yin ting dun	20	语音	term	语音停顿	curated	2026-09-17
语音克隆	yu yin ke long	20	语音	term	语音克隆	curated	2026-09-17
语音分段	yu yin fen duan	20	语音	term	语音分段	curated	2026-09-17
语音分离	yu yin fen li	20	语音	term	语音分离	curated	2026-09-17
语音切分	yu yin qie fen	20	语音	term	语音切分	curated	2026-09-17
语音合成	yu yin he cheng	20	语音	term	语音合成	curated	2026-09-17
语音增强	yu yin zeng qiang	20	语音	term	语音增强	curated	2026-09-17
语音对话	yu yin dui hua	20	语音	term	语音对话	curated	2026-09-17
语音情感识别	yu yin qing gan shi bie	20	专项任务	term	语音情感识别	glossary	2026-09-17
语音活动检测	yu yin huo dong jian ce	20	语音	term	语音活动检测	curated	2026-09-17
语音理解	yu yin li jie	20	语音	term	语音理解	curated	2026-09-17
语音翻译	yu yin fan yi	20	语音	term	语音翻译	curated	2026-09-17
语音识别	yu yin shi bie	20	语音	term	语音识别	curated	2026-09-17
语音转换	yu yin zhuan huan	20	语音	term	语音转换	curated	2026-09-17
语音转文本	yu yin zhuai wen ben	20	语音	term	语音转文本	curated	2026-09-17
语音转语音	yu yin zhuan yu yin	20	语音	term	语音转语音	curated	2026-09-17
语音问答	yu yin wen da	20	语音	term	语音问答	curated	2026-09-17
语音降噪	yu yin jiang zao	20	语音	term	语音降噪	curated	2026-09-17
误拒率	wu ju lv	20	评估	term	误拒率	curated	2026-09-17
误答率	wu da lv	20	评估	term	误答率	curated	2026-09-17
说话人分离	shuo hua ren fen li	20	专项任务	term	说话人分离	glossary	2026-09-17
说话人头部生成	shuo hua ren tou bu sheng cheng	20	专项任务	term	说话人头部生成	glossary	2026-09-17
说话人嵌入	shuo hua ren qian ru	20	语音	term	说话人嵌入	curated	2026-09-17
说话人日志	shuo hua ren ri zhi	20	语音	term	说话人日志	curated	2026-09-17
说话人脸生成	shuo hua ren lian sheng cheng	20	专项任务	term	说话人脸生成	glossary	2026-09-17
说话人识别	shuo hua ren shi bie	20	语音	term	说话人识别	curated	2026-09-17
说话人验证	shuo hua ren yan zheng	20	语音	term	说话人验证	curated	2026-09-17
请求取消	qing qiu qu xiao	20	推理	term	请求取消	curated	2026-09-17
请求合批	qing qiu he pi	20	推理	term	请求合批	curated	2026-09-17
请求成本	qing qiu cheng ben	20	工程	term	请求成本	curated	2026-09-17
请求抢占	qing qiu qiang zhan	20	推理	term	请求抢占	curated	2026-09-17
请求排队	qing qiu pai dui	20	推理	term	请求排队	curated	2026-09-17
请求熔断	qing qiu rong duan	20	推理	term	请求熔断	curated	2026-09-17
请求超时	qing qiu chao shi	20	推理	term	请求超时	curated	2026-09-17
请求配额	qing qiu pei e	20	工程	term	请求配额	curated	2026-09-17
请求重试	qing qiu chong shi	20	推理	term	请求重试	curated	2026-09-17
请求限流	qing qiu xian liu	20	推理	term	请求限流	curated	2026-09-17
课程学习	ke cheng xue xi	20	训练	term	课程学习	curated	2026-09-17
谓词检测	wei ci jian ce	20	专项任务	term	谓词检测	glossary	2026-09-17
谱分解	pu fen jie	20	数学	term	谱分解	curated	2026-09-17
谱嵌入	pu qian ru	20	算法	term	谱嵌入	curated	2026-09-17
谱聚类	pu ju lei	20	算法	term	谱聚类	curated	2026-09-17
谱范数	pu fan shu	20	数学	term	谱范数	curated	2026-09-17
贝叶斯优化	bei ye si you hua	20	数学	term	贝叶斯优化	curated	2026-09-17
贝叶斯估计	bei ye si gu ji	20	数学	term	贝叶斯估计	curated	2026-09-17
贝叶斯公式	bei ye si gong shi	20	数学	term	贝叶斯公式	curated	2026-09-17
贝叶斯网络	bei ye si wang luo	20	算法	term	贝叶斯网络	curated	2026-09-17
贝塔分布	bei ta fen bu	20	数学	term	贝塔分布	curated	2026-09-17
贝尔曼方程	bei er man fang cheng	20	强化	term	贝尔曼方程	curated	2026-09-17
贝尔曼最优方程	bei er man zui you fang cheng	20	强化	term	贝尔曼最优方程	curated	2026-09-17
负对数似然	fu dui shu si ran	20	评估	term	负对数似然	curated	2026-09-17
负样本采样	fu yang ben cai yang	20	训练	term	负样本采样	curated	2026-09-17
负责任人工智能	fu ze ren ren gong zhi neng	20	基础	term	负责任人工智能	curated	2026-09-17
负载均衡	fu zai jun heng	20	架构	term	负载均衡	curated	2026-09-17
负迁移	fu qian yi	20	基础	term	负迁移	curated	2026-09-17
负采样	fu cai yang	20	教材术语	term	负采样	d2l	2026-09-17
负面提示	fu mian ti shi	20	视觉	term	负面提示	curated	2026-09-17
质量监控	zhi liang jian kong	20	工程	term	质量监控	curated	2026-09-17
质量评分	zhi liang ping fen	20	数据	term	质量评分	curated	2026-09-17
质量过滤	zhi liang guo lv	20	数据	term	质量过滤	curated	2026-09-17
贪心搜索	tan xin sou suo	20	教材术语	term	贪心搜索	d2l	2026-09-17
贪心解码	tan xin jie ma	20	提示	term	贪心解码	curated	2026-09-17
资源调度	zi yuan diao du	20	推理	term	资源调度	curated	2026-09-17
资源隔离	zi yuan ge li	20	推理	term	资源隔离	curated	2026-09-17
起始词元	qi shi ci yuan	20	数据	term	起始词元	curated	2026-09-17
超参数	chao can shu	20	训练	term	超参数	curated	2026-09-17
超参数搜索	chao can shu sou suo	20	训练	term	超参数搜索	curated	2026-09-17
超参数调优	chao can shu tiao you	20	训练	term	超参数调优	curated	2026-09-17
超时控制	chao shi kong zhi	20	工程	term	超时控制	curated	2026-09-17
超级人工智能	chao ji ren gong zhi neng	20	基础	term	超级人工智能	curated	2026-09-17
越狱提示	yue yu ti shi	20	安全	term	越狱提示	curated	2026-09-17
越狱攻击	yue yu gong ji	20	安全	term	越狱攻击	curated	2026-09-17
越狱检测	yue yu jian ce	20	安全	term	越狱检测	curated	2026-09-17
越狱防御	yue yu fang yu	20	安全	term	越狱防御	curated	2026-09-17
跨会话记忆	kua hui hua ji yi	20	智能体	term	跨会话记忆	curated	2026-09-17
跨域命名实体识别	kua yu ming ming shi ti shi bie	20	专项任务	term	跨域命名实体识别	glossary	2026-09-17
跨域学习	kua yu xue xi	20	基础	term	跨域学习	curated	2026-09-17
跨模态学习	kua mo tai xue xi	20	基础	term	跨模态学习	curated	2026-09-17
跨模态对齐	kua mo tai dui qi	20	视觉	term	跨模态对齐	curated	2026-09-17
跨模态检索	kua mo tai jian suo	20	专项任务	term	跨模态检索	glossary	2026-09-17
跨语言合成	kua yu yan he cheng	20	语音	term	跨语言合成	curated	2026-09-17
跨语言学习	kua yu yan xue xi	20	基础	term	跨语言学习	curated	2026-09-17
跨语言文档分类	kua yu yan wen dang fen lei	20	专项任务	term	跨语言文档分类	glossary	2026-09-17
跨语言检索	kua yu yan jian suo	20	检索	term	跨语言检索	curated	2026-09-17
跨语言自然语言推理	kua yu yan zi ran yu yan tui li	20	专项任务	term	跨语言自然语言推理	glossary	2026-09-17
路径规划	lu jing gui hua	20	强化	term	路径规划	curated	2026-09-17
路由器	lu you qi	20	架构	term	路由器	curated	2026-09-17
路由损失	lu you sun shi	20	架构	term	路由损失	curated	2026-09-17
路由策略	lu you ce lve	20	工程	term	路由策略	curated	2026-09-17
路由评估	lu you ping gu	20	工程	term	路由评估	curated	2026-09-17
跳元模型	tiao yuan mo xing	20	教材术语	term	跳元模型	d2l	2026-09-17
跳跃连接	tiao yue lian jie	20	架构	term	跳跃连接	curated	2026-09-17
身份保持	shen fen bao chi	20	视觉	term	身份保持	curated	2026-09-17
车辆重识别	che liang chong shi bie	20	专项任务	term	车辆重识别	glossary	2026-09-17
车道检测	che dao jian ce	20	专项任务	term	车道检测	glossary	2026-09-17
轨迹优化	gui ji you hua	20	强化	term	轨迹优化	curated	2026-09-17
轨迹回放	gui ji hui fang	20	强化	term	轨迹回放	curated	2026-09-17
轨迹评分	gui ji ping fen	20	强化	term	轨迹评分	curated	2026-09-17
轨迹采样	gui ji cai yang	20	强化	term	轨迹采样	curated	2026-09-17
轨迹预测	gui ji yu ce	20	专项任务	term	轨迹预测	glossary	2026-09-17
转化率预测	zhuan hua lv yu ce	20	算法	term	转化率预测	curated	2026-09-17
转向控制	zhuan xiang kong zhi	20	专项任务	term	转向控制	glossary	2026-09-17
转置卷积	zhuan zhi juan ji	20	架构	term	转置卷积	curated	2026-09-17
转述生成	zhuan shu sheng cheng	20	专项任务	term	转述生成	glossary	2026-09-17
轮廓系数	lun kuo xi shu	20	算法	term	轮廓系数	curated	2026-09-17
软投票	ruan tou piao	20	算法	term	软投票	curated	2026-09-17
软演员评论家	ruan yan yuan ping lun jia	20	强化	term	软演员评论家	curated	2026-09-17
辅助损失	fu zhu sun shi	20	训练	term	辅助损失	curated	2026-09-17
辅助解码	fu zhu jie ma	20	提示	term	辅助解码	curated	2026-09-17
输入层	shu ru ceng	20	架构	term	输入层	curated	2026-09-17
输入护栏	shu ru hu lan	20	安全	term	输入护栏	curated	2026-09-17
输入门	shu ru men	20	教材术语	term	输入门	d2l	2026-09-17
输出修复	shu chu xiu fu	20	提示	term	输出修复	curated	2026-09-17
输出层	shu chu ceng	20	架构	term	输出层	curated	2026-09-17
输出截断	shu chu jie duan	20	提示	term	输出截断	curated	2026-09-17
输出护栏	shu chu hu lan	20	安全	term	输出护栏	curated	2026-09-17
输出校验	shu chu jiao yan	20	提示	term	输出校验	curated	2026-09-17
输出概率	shu chu gai lv	20	提示	term	输出概率	curated	2026-09-17
输出清洗	shu chu qing xi	20	提示	term	输出清洗	curated	2026-09-17
输出约束	shu chu yue shu	20	提示	term	输出约束	curated	2026-09-17
输出解析	shu chu jie xi	20	提示	term	输出解析	curated	2026-09-17
输出长度	shu chu chang du	20	提示	term	输出长度	curated	2026-09-17
输出门	shu chu men	20	教材术语	term	输出门	d2l	2026-09-17
辩论机制	bian lun ji zhi	20	智能体	term	辩论机制	curated	2026-09-17
边界框	bian jie kuang	20	教材术语	term	边界框	d2l	2026-09-17
边缘分布	bian yuan fen bu	20	数学	term	边缘分布	curated	2026-09-17
边缘推理	bian yuan tui li	20	推理	term	边缘推理	curated	2026-09-17
边缘检测	bian yuan jian ce	20	专项任务	term	边缘检测	glossary	2026-09-17
边缘部署	bian yuan bu shu	20	工程	term	边缘部署	curated	2026-09-17
边际分布	bian ji fen bu	20	教材术语	term	边际分布	d2l	2026-09-17
边际化	bian ji hua	20	教材术语	term	边际化	d2l	2026-09-17
边际概率	bian ji gai lv	20	教材术语	term	边际概率	d2l	2026-09-17
迁移学习	qian yi xue xi	20	基础	term	迁移学习	curated	2026-09-17
过拟合	guo ni he	20	训练	term	过拟合	curated	2026-09-17
过渡层	guo du ceng	20	教材术语	term	过渡层	d2l	2026-09-17
过程奖励模型	guo cheng jiang li mo xing	20	训练	term	过程奖励模型	curated	2026-09-17
过程标注	guo cheng biao zhu	20	数据	term	过程标注	curated	2026-09-17
过程监督	guo cheng jian du	20	训练	term	过程监督	curated	2026-09-17
过采样	guo cai yang	20	数据	term	过采样	curated	2026-09-17
运动估计	yun dong gu ji	20	视觉	term	运动估计	curated	2026-09-17
运动分割	yun dong fen ge	20	专项任务	term	运动分割	glossary	2026-09-17
运动规划	yun dong gui hua	20	强化	term	运动规划	curated	2026-09-17
